date,item_id,item_name,quantity_sold
2024-02-01,veg_biryani,Veg Biryani,72
2024-02-01,fish_curry_rice,Fish Curry Rice,152
2024-02-01,luchi_aloo,Luchi Aloo,129
2024-02-01,ghugni,Ghugni,116
2024-02-01,maggi,Maggi,385
2024-02-01,tea_biscuit,Tea Biscuit,120
2024-02-01,chicken_roll,Chicken Roll,122
2024-02-01,egg_roll,Egg Roll,102
2024-02-01,veg_momo,Veg Momo,164
2024-02-01,ice_cream,Ice Cream,108
2024-02-02,veg_biryani,Veg Biryani,68
2024-02-02,fish_curry_rice,Fish Curry Rice,120
2024-02-02,luchi_aloo,Luchi Aloo,65
2024-02-02,ghugni,Ghugni,49
2024-02-02,maggi,Maggi,179
2024-02-02,tea_biscuit,Tea Biscuit,210
2024-02-02,chicken_roll,Chicken Roll,174
2024-02-02,egg_roll,Egg Roll,103
2024-02-02,veg_momo,Veg Momo,139
2024-02-02,ice_cream,Ice Cream,53
2024-02-03,veg_biryani,Veg Biryani,74
2024-02-03,fish_curry_rice,Fish Curry Rice,117
2024-02-03,luchi_aloo,Luchi Aloo,67
2024-02-03,ghugni,Ghugni,68
2024-02-03,maggi,Maggi,163
2024-02-03,tea_biscuit,Tea Biscuit,98
2024-02-03,chicken_roll,Chicken Roll,33
2024-02-03,egg_roll,Egg Roll,81
2024-02-03,veg_momo,Veg Momo,10
2024-02-03,ice_cream,Ice Cream,64
2024-02-04,veg_biryani,Veg Biryani,66
2024-02-04,fish_curry_rice,Fish Curry Rice,101
2024-02-04,luchi_aloo,Luchi Aloo,67
2024-02-04,ghugni,Ghugni,76
2024-02-04,maggi,Maggi,126
2024-02-04,tea_biscuit,Tea Biscuit,29
2024-02-04,chicken_roll,Chicken Roll,92
2024-02-04,egg_roll,Egg Roll,39
2024-02-04,veg_momo,Veg Momo,46
2024-02-04,ice_cream,Ice Cream,59
2024-02-05,veg_biryani,Veg Biryani,39
2024-02-05,fish_curry_rice,Fish Curry Rice,64
2024-02-05,luchi_aloo,Luchi Aloo,160
2024-02-05,ghugni,Ghugni,22
2024-02-05,maggi,Maggi,149
2024-02-05,tea_biscuit,Tea Biscuit,79
2024-02-05,chicken_roll,Chicken Roll,135
2024-02-05,egg_roll,Egg Roll,98
2024-02-05,veg_momo,Veg Momo,57
2024-02-05,ice_cream,Ice Cream,49
2024-02-06,veg_biryani,Veg Biryani,203
2024-02-06,fish_curry_rice,Fish Curry Rice,71
2024-02-06,luchi_aloo,Luchi Aloo,72
2024-02-06,ghugni,Ghugni,50
2024-02-06,maggi,Maggi,208
2024-02-06,tea_biscuit,Tea Biscuit,110
2024-02-06,chicken_roll,Chicken Roll,179
2024-02-06,egg_roll,Egg Roll,228
2024-02-06,veg_momo,Veg Momo,77
2024-02-06,ice_cream,Ice Cream,117
2024-02-07,veg_biryani,Veg Biryani,79
2024-02-07,fish_curry_rice,Fish Curry Rice,236
2024-02-07,luchi_aloo,Luchi Aloo,146
2024-02-07,ghugni,Ghugni,65
2024-02-07,maggi,Maggi,172
2024-02-07,tea_biscuit,Tea Biscuit,57
2024-02-07,chicken_roll,Chicken Roll,251
2024-02-07,egg_roll,Egg Roll,131
2024-02-07,veg_momo,Veg Momo,38
2024-02-07,ice_cream,Ice Cream,37
2024-02-08,veg_biryani,Veg Biryani,148
2024-02-08,fish_curry_rice,Fish Curry Rice,137
2024-02-08,luchi_aloo,Luchi Aloo,92
2024-02-08,ghugni,Ghugni,125
2024-02-08,maggi,Maggi,165
2024-02-08,tea_biscuit,Tea Biscuit,81
2024-02-08,chicken_roll,Chicken Roll,175
2024-02-08,egg_roll,Egg Roll,219
2024-02-08,veg_momo,Veg Momo,58
2024-02-08,ice_cream,Ice Cream,74
2024-02-09,veg_biryani,Veg Biryani,239
2024-02-09,fish_curry_rice,Fish Curry Rice,192
2024-02-09,luchi_aloo,Luchi Aloo,72
2024-02-09,ghugni,Ghugni,116
2024-02-09,maggi,Maggi,208
2024-02-09,tea_biscuit,Tea Biscuit,124
2024-02-09,chicken_roll,Chicken Roll,199
2024-02-09,egg_roll,Egg Roll,175
2024-02-09,veg_momo,Veg Momo,158
2024-02-09,ice_cream,Ice Cream,134
2024-02-10,veg_biryani,Veg Biryani,124
2024-02-10,fish_curry_rice,Fish Curry Rice,2
2024-02-10,luchi_aloo,Luchi Aloo,81
2024-02-10,ghugni,Ghugni,41
2024-02-10,maggi,Maggi,157
2024-02-10,tea_biscuit,Tea Biscuit,18
2024-02-10,chicken_roll,Chicken Roll,72
2024-02-10,egg_roll,Egg Roll,73
2024-02-10,veg_momo,Veg Momo,62
2024-02-10,ice_cream,Ice Cream,53
2024-02-11,veg_biryani,Veg Biryani,107
2024-02-11,fish_curry_rice,Fish Curry Rice,49
2024-02-11,luchi_aloo,Luchi Aloo,0
2024-02-11,ghugni,Ghugni,44
2024-02-11,maggi,Maggi,218
2024-02-11,tea_biscuit,Tea Biscuit,70
2024-02-11,chicken_roll,Chicken Roll,114
2024-02-11,egg_roll,Egg Roll,110
2024-02-11,veg_momo,Veg Momo,72
2024-02-11,ice_cream,Ice Cream,65
2024-02-12,veg_biryani,Veg Biryani,162
2024-02-12,fish_curry_rice,Fish Curry Rice,137
2024-02-12,luchi_aloo,Luchi Aloo,162
2024-02-12,ghugni,Ghugni,145
2024-02-12,maggi,Maggi,261
2024-02-12,tea_biscuit,Tea Biscuit,185
2024-02-12,chicken_roll,Chicken Roll,218
2024-02-12,egg_roll,Egg Roll,108
2024-02-12,veg_momo,Veg Momo,93
2024-02-12,ice_cream,Ice Cream,33
2024-02-13,veg_biryani,Veg Biryani,199
2024-02-13,fish_curry_rice,Fish Curry Rice,159
2024-02-13,luchi_aloo,Luchi Aloo,164
2024-02-13,ghugni,Ghugni,114
2024-02-13,maggi,Maggi,149
2024-02-13,tea_biscuit,Tea Biscuit,97
2024-02-13,chicken_roll,Chicken Roll,175
2024-02-13,egg_roll,Egg Roll,157
2024-02-13,veg_momo,Veg Momo,144
2024-02-13,ice_cream,Ice Cream,95
2024-02-14,veg_biryani,Veg Biryani,86
2024-02-14,fish_curry_rice,Fish Curry Rice,76
2024-02-14,luchi_aloo,Luchi Aloo,24
2024-02-14,ghugni,Ghugni,69
2024-02-14,maggi,Maggi,194
2024-02-14,tea_biscuit,Tea Biscuit,264
2024-02-14,chicken_roll,Chicken Roll,72
2024-02-14,egg_roll,Egg Roll,65
2024-02-14,veg_momo,Veg Momo,135
2024-02-14,ice_cream,Ice Cream,97
2024-02-15,veg_biryani,Veg Biryani,233
2024-02-15,fish_curry_rice,Fish Curry Rice,152
2024-02-15,luchi_aloo,Luchi Aloo,122
2024-02-15,ghugni,Ghugni,79
2024-02-15,maggi,Maggi,159
2024-02-15,tea_biscuit,Tea Biscuit,204
2024-02-15,chicken_roll,Chicken Roll,51
2024-02-15,egg_roll,Egg Roll,190
2024-02-15,veg_momo,Veg Momo,86
2024-02-15,ice_cream,Ice Cream,38
2024-02-16,veg_biryani,Veg Biryani,170
2024-02-16,fish_curry_rice,Fish Curry Rice,203
2024-02-16,luchi_aloo,Luchi Aloo,172
2024-02-16,ghugni,Ghugni,79
2024-02-16,maggi,Maggi,231
2024-02-16,tea_biscuit,Tea Biscuit,235
2024-02-16,chicken_roll,Chicken Roll,149
2024-02-16,egg_roll,Egg Roll,146
2024-02-16,veg_momo,Veg Momo,54
2024-02-16,ice_cream,Ice Cream,130
2024-02-17,veg_biryani,Veg Biryani,114
2024-02-17,fish_curry_rice,Fish Curry Rice,42
2024-02-17,luchi_aloo,Luchi Aloo,29
2024-02-17,ghugni,Ghugni,108
2024-02-17,maggi,Maggi,217
2024-02-17,tea_biscuit,Tea Biscuit,71
2024-02-17,chicken_roll,Chicken Roll,127
2024-02-17,egg_roll,Egg Roll,44
2024-02-17,veg_momo,Veg Momo,44
2024-02-17,ice_cream,Ice Cream,33
2024-02-18,veg_biryani,Veg Biryani,38
2024-02-18,fish_curry_rice,Fish Curry Rice,31
2024-02-18,luchi_aloo,Luchi Aloo,40
2024-02-18,ghugni,Ghugni,39
2024-02-18,maggi,Maggi,183
2024-02-18,tea_biscuit,Tea Biscuit,76
2024-02-18,chicken_roll,Chicken Roll,21
2024-02-18,egg_roll,Egg Roll,70
2024-02-18,veg_momo,Veg Momo,111
2024-02-18,ice_cream,Ice Cream,0
2024-02-19,veg_biryani,Veg Biryani,210
2024-02-19,fish_curry_rice,Fish Curry Rice,204
2024-02-19,luchi_aloo,Luchi Aloo,29
2024-02-19,ghugni,Ghugni,155
2024-02-19,maggi,Maggi,114
2024-02-19,tea_biscuit,Tea Biscuit,173
2024-02-19,chicken_roll,Chicken Roll,112
2024-02-19,egg_roll,Egg Roll,125
2024-02-19,veg_momo,Veg Momo,158
2024-02-19,ice_cream,Ice Cream,45
2024-02-20,veg_biryani,Veg Biryani,162
2024-02-20,fish_curry_rice,Fish Curry Rice,40
2024-02-20,luchi_aloo,Luchi Aloo,81
2024-02-20,ghugni,Ghugni,31
2024-02-20,maggi,Maggi,102
2024-02-20,tea_biscuit,Tea Biscuit,145
2024-02-20,chicken_roll,Chicken Roll,233
2024-02-20,egg_roll,Egg Roll,67
2024-02-20,veg_momo,Veg Momo,46
2024-02-20,ice_cream,Ice Cream,99
2024-02-21,veg_biryani,Veg Biryani,241
2024-02-21,fish_curry_rice,Fish Curry Rice,150
2024-02-21,luchi_aloo,Luchi Aloo,123
2024-02-21,ghugni,Ghugni,100
2024-02-21,maggi,Maggi,223
2024-02-21,tea_biscuit,Tea Biscuit,257
2024-02-21,chicken_roll,Chicken Roll,194
2024-02-21,egg_roll,Egg Roll,167
2024-02-21,veg_momo,Veg Momo,104
2024-02-21,ice_cream,Ice Cream,120
2024-02-22,veg_biryani,Veg Biryani,247
2024-02-22,fish_curry_rice,Fish Curry Rice,184
2024-02-22,luchi_aloo,Luchi Aloo,137
2024-02-22,ghugni,Ghugni,119
2024-02-22,maggi,Maggi,300
2024-02-22,tea_biscuit,Tea Biscuit,136
2024-02-22,chicken_roll,Chicken Roll,107
2024-02-22,egg_roll,Egg Roll,209
2024-02-22,veg_momo,Veg Momo,104
2024-02-22,ice_cream,Ice Cream,93
2024-02-23,veg_biryani,Veg Biryani,184
2024-02-23,fish_curry_rice,Fish Curry Rice,190
2024-02-23,luchi_aloo,Luchi Aloo,129
2024-02-23,ghugni,Ghugni,108
2024-02-23,maggi,Maggi,321
2024-02-23,tea_biscuit,Tea Biscuit,218
2024-02-23,chicken_roll,Chicken Roll,238
2024-02-23,egg_roll,Egg Roll,86
2024-02-23,veg_momo,Veg Momo,101
2024-02-23,ice_cream,Ice Cream,88
2024-02-24,veg_biryani,Veg Biryani,120
2024-02-24,fish_curry_rice,Fish Curry Rice,32
2024-02-24,luchi_aloo,Luchi Aloo,5
2024-02-24,ghugni,Ghugni,59
2024-02-24,maggi,Maggi,66
2024-02-24,tea_biscuit,Tea Biscuit,74
2024-02-24,chicken_roll,Chicken Roll,34
2024-02-24,egg_roll,Egg Roll,15
2024-02-24,veg_momo,Veg Momo,39
2024-02-24,ice_cream,Ice Cream,41
2024-02-25,veg_biryani,Veg Biryani,97
2024-02-25,fish_curry_rice,Fish Curry Rice,89
2024-02-25,luchi_aloo,Luchi Aloo,49
2024-02-25,ghugni,Ghugni,62
2024-02-25,maggi,Maggi,136
2024-02-25,tea_biscuit,Tea Biscuit,89
2024-02-25,chicken_roll,Chicken Roll,157
2024-02-25,egg_roll,Egg Roll,58
2024-02-25,veg_momo,Veg Momo,0
2024-02-25,ice_cream,Ice Cream,49
2024-02-26,veg_biryani,Veg Biryani,124
2024-02-26,fish_curry_rice,Fish Curry Rice,150
2024-02-26,luchi_aloo,Luchi Aloo,117
2024-02-26,ghugni,Ghugni,36
2024-02-26,maggi,Maggi,402
2024-02-26,tea_biscuit,Tea Biscuit,110
2024-02-26,chicken_roll,Chicken Roll,50
2024-02-26,egg_roll,Egg Roll,177
2024-02-26,veg_momo,Veg Momo,86
2024-02-26,ice_cream,Ice Cream,47
2024-02-27,veg_biryani,Veg Biryani,196
2024-02-27,fish_curry_rice,Fish Curry Rice,225
2024-02-27,luchi_aloo,Luchi Aloo,90
2024-02-27,ghugni,Ghugni,40
2024-02-27,maggi,Maggi,95
2024-02-27,tea_biscuit,Tea Biscuit,182
2024-02-27,chicken_roll,Chicken Roll,211
2024-02-27,egg_roll,Egg Roll,174
2024-02-27,veg_momo,Veg Momo,172
2024-02-27,ice_cream,Ice Cream,61
2024-02-28,veg_biryani,Veg Biryani,115
2024-02-28,fish_curry_rice,Fish Curry Rice,84
2024-02-28,luchi_aloo,Luchi Aloo,74
2024-02-28,ghugni,Ghugni,130
2024-02-28,maggi,Maggi,349
2024-02-28,tea_biscuit,Tea Biscuit,169
2024-02-28,chicken_roll,Chicken Roll,172
2024-02-28,egg_roll,Egg Roll,124
2024-02-28,veg_momo,Veg Momo,27
2024-02-28,ice_cream,Ice Cream,35
2024-02-29,veg_biryani,Veg Biryani,187
2024-02-29,fish_curry_rice,Fish Curry Rice,68
2024-02-29,luchi_aloo,Luchi Aloo,152
2024-02-29,ghugni,Ghugni,25
2024-02-29,maggi,Maggi,267
2024-02-29,tea_biscuit,Tea Biscuit,116
2024-02-29,chicken_roll,Chicken Roll,235
2024-02-29,egg_roll,Egg Roll,193
2024-02-29,veg_momo,Veg Momo,157
2024-02-29,ice_cream,Ice Cream,73
2024-03-01,veg_biryani,Veg Biryani,93
2024-03-01,fish_curry_rice,Fish Curry Rice,53
2024-03-01,luchi_aloo,Luchi Aloo,141
2024-03-01,ghugni,Ghugni,116
2024-03-01,maggi,Maggi,251
2024-03-01,tea_biscuit,Tea Biscuit,198
2024-03-01,chicken_roll,Chicken Roll,216
2024-03-01,egg_roll,Egg Roll,115
2024-03-01,veg_momo,Veg Momo,154
2024-03-01,ice_cream,Ice Cream,29
2024-03-02,veg_biryani,Veg Biryani,64
2024-03-02,fish_curry_rice,Fish Curry Rice,98
2024-03-02,luchi_aloo,Luchi Aloo,17
2024-03-02,ghugni,Ghugni,70
2024-03-02,maggi,Maggi,69
2024-03-02,tea_biscuit,Tea Biscuit,90
2024-03-02,chicken_roll,Chicken Roll,81
2024-03-02,egg_roll,Egg Roll,65
2024-03-02,veg_momo,Veg Momo,25
2024-03-02,ice_cream,Ice Cream,62
2024-03-03,veg_biryani,Veg Biryani,93
2024-03-03,fish_curry_rice,Fish Curry Rice,28
2024-03-03,luchi_aloo,Luchi Aloo,58
2024-03-03,ghugni,Ghugni,104
2024-03-03,maggi,Maggi,66
2024-03-03,tea_biscuit,Tea Biscuit,145
2024-03-03,chicken_roll,Chicken Roll,59
2024-03-03,egg_roll,Egg Roll,15
2024-03-03,veg_momo,Veg Momo,67
2024-03-03,ice_cream,Ice Cream,22
2024-03-04,veg_biryani,Veg Biryani,159
2024-03-04,fish_curry_rice,Fish Curry Rice,69
2024-03-04,luchi_aloo,Luchi Aloo,118
2024-03-04,ghugni,Ghugni,54
2024-03-04,maggi,Maggi,240
2024-03-04,tea_biscuit,Tea Biscuit,80
2024-03-04,chicken_roll,Chicken Roll,178
2024-03-04,egg_roll,Egg Roll,63
2024-03-04,veg_momo,Veg Momo,152
2024-03-04,ice_cream,Ice Cream,80
2024-03-05,veg_biryani,Veg Biryani,136
2024-03-05,fish_curry_rice,Fish Curry Rice,44
2024-03-05,luchi_aloo,Luchi Aloo,164
2024-03-05,ghugni,Ghugni,13
2024-03-05,maggi,Maggi,125
2024-03-05,tea_biscuit,Tea Biscuit,126
2024-03-05,chicken_roll,Chicken Roll,204
2024-03-05,egg_roll,Egg Roll,67
2024-03-05,veg_momo,Veg Momo,131
2024-03-05,ice_cream,Ice Cream,46
2024-03-06,veg_biryani,Veg Biryani,58
2024-03-06,fish_curry_rice,Fish Curry Rice,219
2024-03-06,luchi_aloo,Luchi Aloo,113
2024-03-06,ghugni,Ghugni,127
2024-03-06,maggi,Maggi,387
2024-03-06,tea_biscuit,Tea Biscuit,88
2024-03-06,chicken_roll,Chicken Roll,190
2024-03-06,egg_roll,Egg Roll,88
2024-03-06,veg_momo,Veg Momo,169
2024-03-06,ice_cream,Ice Cream,93
2024-03-07,veg_biryani,Veg Biryani,174
2024-03-07,fish_curry_rice,Fish Curry Rice,175
2024-03-07,luchi_aloo,Luchi Aloo,149
2024-03-07,ghugni,Ghugni,25
2024-03-07,maggi,Maggi,221
2024-03-07,tea_biscuit,Tea Biscuit,251
2024-03-07,chicken_roll,Chicken Roll,185
2024-03-07,egg_roll,Egg Roll,178
2024-03-07,veg_momo,Veg Momo,97
2024-03-07,ice_cream,Ice Cream,92
2024-03-08,veg_biryani,Veg Biryani,74
2024-03-08,fish_curry_rice,Fish Curry Rice,126
2024-03-08,luchi_aloo,Luchi Aloo,80
2024-03-08,ghugni,Ghugni,53
2024-03-08,maggi,Maggi,110
2024-03-08,tea_biscuit,Tea Biscuit,189
2024-03-08,chicken_roll,Chicken Roll,219
2024-03-08,egg_roll,Egg Roll,70
2024-03-08,veg_momo,Veg Momo,73
2024-03-08,ice_cream,Ice Cream,49
2024-03-09,veg_biryani,Veg Biryani,67
2024-03-09,fish_curry_rice,Fish Curry Rice,8
2024-03-09,luchi_aloo,Luchi Aloo,101
2024-03-09,ghugni,Ghugni,47
2024-03-09,maggi,Maggi,100
2024-03-09,tea_biscuit,Tea Biscuit,84
2024-03-09,chicken_roll,Chicken Roll,117
2024-03-09,egg_roll,Egg Roll,76
2024-03-09,veg_momo,Veg Momo,61
2024-03-09,ice_cream,Ice Cream,61
2024-03-10,veg_biryani,Veg Biryani,71
2024-03-10,fish_curry_rice,Fish Curry Rice,100
2024-03-10,luchi_aloo,Luchi Aloo,76
2024-03-10,ghugni,Ghugni,20
2024-03-10,maggi,Maggi,73
2024-03-10,tea_biscuit,Tea Biscuit,41
2024-03-10,chicken_roll,Chicken Roll,43
2024-03-10,egg_roll,Egg Roll,49
2024-03-10,veg_momo,Veg Momo,43
2024-03-10,ice_cream,Ice Cream,80
2024-03-11,veg_biryani,Veg Biryani,110
2024-03-11,fish_curry_rice,Fish Curry Rice,191
2024-03-11,luchi_aloo,Luchi Aloo,91
2024-03-11,ghugni,Ghugni,62
2024-03-11,maggi,Maggi,110
2024-03-11,tea_biscuit,Tea Biscuit,162
2024-03-11,chicken_roll,Chicken Roll,88
2024-03-11,egg_roll,Egg Roll,90
2024-03-11,veg_momo,Veg Momo,183
2024-03-11,ice_cream,Ice Cream,68
2024-03-12,veg_biryani,Veg Biryani,145
2024-03-12,fish_curry_rice,Fish Curry Rice,156
2024-03-12,luchi_aloo,Luchi Aloo,58
2024-03-12,ghugni,Ghugni,55
2024-03-12,maggi,Maggi,86
2024-03-12,tea_biscuit,Tea Biscuit,121
2024-03-12,chicken_roll,Chicken Roll,152
2024-03-12,egg_roll,Egg Roll,85
2024-03-12,veg_momo,Veg Momo,84
2024-03-12,ice_cream,Ice Cream,72
2024-03-13,veg_biryani,Veg Biryani,152
2024-03-13,fish_curry_rice,Fish Curry Rice,140
2024-03-13,luchi_aloo,Luchi Aloo,103
2024-03-13,ghugni,Ghugni,70
2024-03-13,maggi,Maggi,38
2024-03-13,tea_biscuit,Tea Biscuit,274
2024-03-13,chicken_roll,Chicken Roll,154
2024-03-13,egg_roll,Egg Roll,126
2024-03-13,veg_momo,Veg Momo,103
2024-03-13,ice_cream,Ice Cream,52
2024-03-14,veg_biryani,Veg Biryani,165
2024-03-14,fish_curry_rice,Fish Curry Rice,222
2024-03-14,luchi_aloo,Luchi Aloo,147
2024-03-14,ghugni,Ghugni,71
2024-03-14,maggi,Maggi,142
2024-03-14,tea_biscuit,Tea Biscuit,161
2024-03-14,chicken_roll,Chicken Roll,94
2024-03-14,egg_roll,Egg Roll,99
2024-03-14,veg_momo,Veg Momo,34
2024-03-14,ice_cream,Ice Cream,51
2024-03-15,veg_biryani,Veg Biryani,47
2024-03-15,fish_curry_rice,Fish Curry Rice,86
2024-03-15,luchi_aloo,Luchi Aloo,92
2024-03-15,ghugni,Ghugni,79
2024-03-15,maggi,Maggi,103
2024-03-15,tea_biscuit,Tea Biscuit,232
2024-03-15,chicken_roll,Chicken Roll,157
2024-03-15,egg_roll,Egg Roll,188
2024-03-15,veg_momo,Veg Momo,166
2024-03-15,ice_cream,Ice Cream,90
2024-03-16,veg_biryani,Veg Biryani,48
2024-03-16,fish_curry_rice,Fish Curry Rice,0
2024-03-16,luchi_aloo,Luchi Aloo,78
2024-03-16,ghugni,Ghugni,40
2024-03-16,maggi,Maggi,74
2024-03-16,tea_biscuit,Tea Biscuit,48
2024-03-16,chicken_roll,Chicken Roll,10
2024-03-16,egg_roll,Egg Roll,47
2024-03-16,veg_momo,Veg Momo,37
2024-03-16,ice_cream,Ice Cream,72
2024-03-17,veg_biryani,Veg Biryani,126
2024-03-17,fish_curry_rice,Fish Curry Rice,21
2024-03-17,luchi_aloo,Luchi Aloo,90
2024-03-17,ghugni,Ghugni,65
2024-03-17,maggi,Maggi,104
2024-03-17,tea_biscuit,Tea Biscuit,66
2024-03-17,chicken_roll,Chicken Roll,61
2024-03-17,egg_roll,Egg Roll,15
2024-03-17,veg_momo,Veg Momo,1
2024-03-17,ice_cream,Ice Cream,57
2024-03-18,veg_biryani,Veg Biryani,66
2024-03-18,fish_curry_rice,Fish Curry Rice,111
2024-03-18,luchi_aloo,Luchi Aloo,62
2024-03-18,ghugni,Ghugni,18
2024-03-18,maggi,Maggi,201
2024-03-18,tea_biscuit,Tea Biscuit,179
2024-03-18,chicken_roll,Chicken Roll,181
2024-03-18,egg_roll,Egg Roll,139
2024-03-18,veg_momo,Veg Momo,92
2024-03-18,ice_cream,Ice Cream,42
2024-03-19,veg_biryani,Veg Biryani,186
2024-03-19,fish_curry_rice,Fish Curry Rice,124
2024-03-19,luchi_aloo,Luchi Aloo,142
2024-03-19,ghugni,Ghugni,158
2024-03-19,maggi,Maggi,150
2024-03-19,tea_biscuit,Tea Biscuit,123
2024-03-19,chicken_roll,Chicken Roll,140
2024-03-19,egg_roll,Egg Roll,131
2024-03-19,veg_momo,Veg Momo,55
2024-03-19,ice_cream,Ice Cream,121
2024-03-20,veg_biryani,Veg Biryani,256
2024-03-20,fish_curry_rice,Fish Curry Rice,61
2024-03-20,luchi_aloo,Luchi Aloo,191
2024-03-20,ghugni,Ghugni,49
2024-03-20,maggi,Maggi,184
2024-03-20,tea_biscuit,Tea Biscuit,208
2024-03-20,chicken_roll,Chicken Roll,40
2024-03-20,egg_roll,Egg Roll,83
2024-03-20,veg_momo,Veg Momo,180
2024-03-20,ice_cream,Ice Cream,51
2024-03-21,veg_biryani,Veg Biryani,134
2024-03-21,fish_curry_rice,Fish Curry Rice,134
2024-03-21,luchi_aloo,Luchi Aloo,129
2024-03-21,ghugni,Ghugni,113
2024-03-21,maggi,Maggi,248
2024-03-21,tea_biscuit,Tea Biscuit,168
2024-03-21,chicken_roll,Chicken Roll,194
2024-03-21,egg_roll,Egg Roll,135
2024-03-21,veg_momo,Veg Momo,148
2024-03-21,ice_cream,Ice Cream,104
2024-03-22,veg_biryani,Veg Biryani,141
2024-03-22,fish_curry_rice,Fish Curry Rice,120
2024-03-22,luchi_aloo,Luchi Aloo,211
2024-03-22,ghugni,Ghugni,155
2024-03-22,maggi,Maggi,186
2024-03-22,tea_biscuit,Tea Biscuit,153
2024-03-22,chicken_roll,Chicken Roll,224
2024-03-22,egg_roll,Egg Roll,187
2024-03-22,veg_momo,Veg Momo,59
2024-03-22,ice_cream,Ice Cream,105
2024-03-23,veg_biryani,Veg Biryani,80
2024-03-23,fish_curry_rice,Fish Curry Rice,52
2024-03-23,luchi_aloo,Luchi Aloo,89
2024-03-23,ghugni,Ghugni,82
2024-03-23,maggi,Maggi,75
2024-03-23,tea_biscuit,Tea Biscuit,26
2024-03-23,chicken_roll,Chicken Roll,132
2024-03-23,egg_roll,Egg Roll,49
2024-03-23,veg_momo,Veg Momo,82
2024-03-23,ice_cream,Ice Cream,36
2024-03-24,veg_biryani,Veg Biryani,39
2024-03-24,fish_curry_rice,Fish Curry Rice,80
2024-03-24,luchi_aloo,Luchi Aloo,23
2024-03-24,ghugni,Ghugni,55
2024-03-24,maggi,Maggi,127
2024-03-24,tea_biscuit,Tea Biscuit,109
2024-03-24,chicken_roll,Chicken Roll,103
2024-03-24,egg_roll,Egg Roll,43
2024-03-24,veg_momo,Veg Momo,31
2024-03-24,ice_cream,Ice Cream,53
2024-03-25,veg_biryani,Veg Biryani,85
2024-03-25,fish_curry_rice,Fish Curry Rice,176
2024-03-25,luchi_aloo,Luchi Aloo,136
2024-03-25,ghugni,Ghugni,82
2024-03-25,maggi,Maggi,204
2024-03-25,tea_biscuit,Tea Biscuit,120
2024-03-25,chicken_roll,Chicken Roll,88
2024-03-25,egg_roll,Egg Roll,104
2024-03-25,veg_momo,Veg Momo,98
2024-03-25,ice_cream,Ice Cream,4
2024-03-26,veg_biryani,Veg Biryani,145
2024-03-26,fish_curry_rice,Fish Curry Rice,35
2024-03-26,luchi_aloo,Luchi Aloo,165
2024-03-26,ghugni,Ghugni,142
2024-03-26,maggi,Maggi,243
2024-03-26,tea_biscuit,Tea Biscuit,64
2024-03-26,chicken_roll,Chicken Roll,119
2024-03-26,egg_roll,Egg Roll,160
2024-03-26,veg_momo,Veg Momo,179
2024-03-26,ice_cream,Ice Cream,129
2024-03-27,veg_biryani,Veg Biryani,143
2024-03-27,fish_curry_rice,Fish Curry Rice,167
2024-03-27,luchi_aloo,Luchi Aloo,178
2024-03-27,ghugni,Ghugni,103
2024-03-27,maggi,Maggi,208
2024-03-27,tea_biscuit,Tea Biscuit,205
2024-03-27,chicken_roll,Chicken Roll,166
2024-03-27,egg_roll,Egg Roll,147
2024-03-27,veg_momo,Veg Momo,98
2024-03-27,ice_cream,Ice Cream,135
2024-03-28,veg_biryani,Veg Biryani,64
2024-03-28,fish_curry_rice,Fish Curry Rice,189
2024-03-28,luchi_aloo,Luchi Aloo,104
2024-03-28,ghugni,Ghugni,137
2024-03-28,maggi,Maggi,263
2024-03-28,tea_biscuit,Tea Biscuit,135
2024-03-28,chicken_roll,Chicken Roll,183
2024-03-28,egg_roll,Egg Roll,104
2024-03-28,veg_momo,Veg Momo,138
2024-03-28,ice_cream,Ice Cream,124
2024-03-29,veg_biryani,Veg Biryani,152
2024-03-29,fish_curry_rice,Fish Curry Rice,213
2024-03-29,luchi_aloo,Luchi Aloo,85
2024-03-29,ghugni,Ghugni,91
2024-03-29,maggi,Maggi,169
2024-03-29,tea_biscuit,Tea Biscuit,203
2024-03-29,chicken_roll,Chicken Roll,179
2024-03-29,egg_roll,Egg Roll,110
2024-03-29,veg_momo,Veg Momo,35
2024-03-29,ice_cream,Ice Cream,57
2024-03-30,veg_biryani,Veg Biryani,118
2024-03-30,fish_curry_rice,Fish Curry Rice,50
2024-03-30,luchi_aloo,Luchi Aloo,53
2024-03-30,ghugni,Ghugni,73
2024-03-30,maggi,Maggi,127
2024-03-30,tea_biscuit,Tea Biscuit,83
2024-03-30,chicken_roll,Chicken Roll,4
2024-03-30,egg_roll,Egg Roll,56
2024-03-30,veg_momo,Veg Momo,0
2024-03-30,ice_cream,Ice Cream,73
2024-03-31,veg_biryani,Veg Biryani,0
2024-03-31,fish_curry_rice,Fish Curry Rice,52
2024-03-31,luchi_aloo,Luchi Aloo,87
2024-03-31,ghugni,Ghugni,41
2024-03-31,maggi,Maggi,61
2024-03-31,tea_biscuit,Tea Biscuit,32
2024-03-31,chicken_roll,Chicken Roll,61
2024-03-31,egg_roll,Egg Roll,74
2024-03-31,veg_momo,Veg Momo,82
2024-03-31,ice_cream,Ice Cream,57
2024-04-01,veg_biryani,Veg Biryani,76
2024-04-01,fish_curry_rice,Fish Curry Rice,192
